Original_Index,Split,GroundTruth_CD,Predicted_CD,Error
308,Testing,19.25940704345703,9.247925758361816,10.011481285095215
309,Validation,21.3734073638916,10.363722801208496,11.009684562683105
310,Training,19.563232421875,9.766717910766602,9.796514511108398
311,Training,19.928518295288086,10.78174877166748,9.146769523620605
312,Training,19.95387840270996,11.03026008605957,8.92361831665039
313,Testing,21.248401641845703,11.455473899841309,9.792927742004395
314,Training,20.59639549255371,11.492951393127441,9.10344409942627
315,Testing,25.637004852294922,13.501399993896484,12.135604858398438
316,Training,20.992555618286133,10.410942077636719,10.581613540649414
317,Training,20.539579391479492,10.689909934997559,9.849669456481934
318,Training,21.403104782104492,9.853272438049316,11.549832344055176
319,Testing,20.598535537719727,8.647051811218262,11.951483726501465
320,Training,20.938709259033203,8.647065162658691,12.291644096374512
321,Training,24.42668914794922,10.900896072387695,13.525793075561523
322,Training,19.113243103027344,9.31365966796875,9.799583435058594
323,Training,20.5779972076416,10.290520668029785,10.287476539611816
324,Training,20.55484962463379,10.737584114074707,9.817265510559082
325,Training,20.913084030151367,10.353184700012207,10.55989933013916
326,Validation,21.25018310546875,12.796174049377441,8.454009056091309
327,Training,24.797061920166016,12.760663032531738,12.036398887634277
328,Testing,20.9691219329834,9.715472221374512,11.253649711608887
329,Training,21.026975631713867,9.970398902893066,11.0565767288208
330,Testing,20.859174728393555,10.313719749450684,10.545454978942871
331,Training,20.47138023376465,8.984148979187012,11.487231254577637
332,Training,20.24762725830078,9.450589179992676,10.797038078308105
333,Training,21.85573959350586,10.669671058654785,11.186068534851074
334,Training,19.16883659362793,10.110421180725098,9.058415412902832
335,Training,19.492677688598633,10.198859214782715,9.293818473815918
336,Training,19.53199005126953,11.34138011932373,8.1906099319458
337,Validation,21.0978946685791,12.053610801696777,9.044283866882324
338,Validation,21.482328414916992,11.689946174621582,9.79238224029541
339,Testing,24.4318904876709,13.086762428283691,11.345128059387207
340,Training,20.87508201599121,10.338579177856445,10.536502838134766
341,Training,20.604585647583008,10.139330863952637,10.465254783630371
342,Training,20.604093551635742,10.265398979187012,10.33869457244873
343,Testing,21.173320770263672,9.014586448669434,12.158734321594238
344,Testing,19.630901336669922,9.874653816223145,9.756247520446777
345,Testing,22.127696990966797,11.278143882751465,10.849553108215332
346,Training,19.03221893310547,9.904074668884277,9.128144264221191
347,Training,19.719219207763672,9.91408634185791,9.805132865905762
348,Testing,21.943906784057617,11.740044593811035,10.203862190246582
349,Training,21.426044464111328,11.95494556427002,9.471098899841309
350,Validation,22.04901885986328,11.304376602172852,10.74464225769043
351,Training,26.102928161621094,13.209403991699219,12.893524169921875
352,Training,19.590646743774414,10.007652282714844,9.58299446105957
353,Training,20.268962860107422,10.205039024353027,10.063923835754395
354,Validation,20.8267822265625,9.935870170593262,10.890912055969238
355,Training,21.876951217651367,9.090943336486816,12.78600788116455
356,Training,20.921323776245117,8.67750358581543,12.243820190429688
357,Training,24.2838077545166,11.392012596130371,12.89179515838623
358,Training,18.70034408569336,9.6367826461792,9.06356143951416
359,Testing,19.847631454467773,10.626424789428711,9.221206665039062
360,Training,22.19607925415039,10.932570457458496,11.263508796691895
361,Training,25.24358558654785,10.787290573120117,14.456295013427734
362,Training,28.502506256103516,15.226057052612305,13.276449203491211
363,Testing,22.75200843811035,13.740574836730957,9.011433601379395
364,Training,23.273351669311523,12.412362098693848,10.860989570617676
365,Training,21.91086196899414,10.321158409118652,11.589703559875488
366,Testing,20.301616668701172,10.13002872467041,10.171587944030762
367,Training,20.86444854736328,9.96462345123291,10.899825096130371
368,Validation,20.346736907958984,11.413827896118164,8.93290901184082
369,Training,21.195537567138672,10.67918872833252,10.516348838806152
370,Validation,21.932357788085938,14.02080249786377,7.911555290222168
371,Training,22.260313034057617,11.18968677520752,11.070626258850098
372,Testing,17.31393051147461,10.418673515319824,6.895256996154785
373,Training,17.65925407409668,11.333161354064941,6.326092720031738
374,Training,18.48543357849121,11.744343757629395,6.741089820861816
375,Validation,23.019847869873047,13.213988304138184,9.805859565734863
376,Training,20.85386085510254,10.133162498474121,10.720698356628418
377,Training,21.331405639648438,10.799126625061035,10.532279014587402
378,Training,21.132068634033203,10.445463180541992,10.686605453491211
379,Training,20.41586685180664,8.93342113494873,11.48244571685791
380,Training,18.986553192138672,9.228741645812988,9.757811546325684
381,Training,22.092605590820312,10.404932975769043,11.68767261505127
382,Training,19.727203369140625,10.022502899169922,9.704700469970703
383,Training,20.369728088378906,9.216212272644043,11.153515815734863
384,Training,21.42854118347168,10.541234970092773,10.887306213378906
385,Testing,20.558996200561523,11.182279586791992,9.376716613769531
386,Validation,20.288166046142578,10.97336483001709,9.314801216125488
387,Training,24.12578010559082,13.216032028198242,10.909748077392578
388,Validation,20.27875518798828,10.544646263122559,9.734108924865723
389,Training,20.08771324157715,10.821290969848633,9.266422271728516
390,Training,20.372711181640625,10.28420352935791,10.088507652282715
391,Training,19.5799560546875,9.104924201965332,10.475031852722168
392,Training,20.618881225585938,8.991598129272461,11.627283096313477
393,Training,22.858720779418945,10.824525833129883,12.034194946289062
394,Training,20.130565643310547,9.044060707092285,11.086504936218262
395,Validation,20.21091079711914,10.350031852722168,9.860878944396973
396,Validation,22.788198471069336,10.768038749694824,12.020159721374512
397,Validation,20.297277450561523,11.068211555480957,9.229065895080566
398,Training,21.278791427612305,12.384363174438477,8.894428253173828
399,Training,23.330711364746094,12.735929489135742,10.594781875610352
400,Training,19.661678314208984,9.712615013122559,9.949063301086426
401,Training,19.177692413330078,10.271172523498535,8.906519889831543
402,Training,18.629667282104492,10.522701263427734,8.106966018676758
403,Training,19.91977310180664,9.094452857971191,10.82532024383545
404,Training,19.51578140258789,8.994338035583496,10.521443367004395
405,Training,22.878286361694336,11.033185958862305,11.845100402832031
406,Training,18.826805114746094,10.213495254516602,8.613309860229492
