Original_Index,Split,GroundTruth_CD,Predicted_CD,Error
0,Training,34.2642936706543,9.286788940429688,24.97750473022461
1,Validation,14.511699676513672,8.070761680603027,6.4409379959106445
2,Training,11.491594314575195,7.358717441558838,4.132876873016357
3,Training,7.3926215171813965,6.897580146789551,0.4950413703918457
4,Validation,7.23050594329834,7.775897026062012,0.5453910827636719
5,Training,7.723202705383301,7.346205234527588,0.3769974708557129
6,Training,6.706478118896484,8.051446914672852,1.3449687957763672
7,Training,7.628460884094238,8.24428939819336,0.6158285140991211
8,Validation,7.406894207000732,8.799894332885742,1.3930001258850098
9,Training,7.820560932159424,7.353153228759766,0.4674077033996582
10,Training,10.38198184967041,9.679560661315918,0.7024211883544922
11,Training,17.852277755737305,10.174908638000488,7.677369117736816
12,Training,9.036170959472656,8.362869262695312,0.6733016967773438
13,Testing,7.006251811981201,7.9326910972595215,0.9264392852783203
14,Validation,10.038529396057129,7.425393581390381,2.613135814666748
15,Training,7.568170547485352,8.715108871459961,1.1469383239746094
16,Training,5.892732620239258,7.3989458084106445,1.5062131881713867
17,Training,6.021396636962891,7.038394927978516,1.016998291015625
18,Training,6.391684055328369,7.928951740264893,1.5372676849365234
19,Training,6.047192096710205,7.6056671142578125,1.5584750175476074
20,Testing,5.641854763031006,7.002640724182129,1.360785961151123
21,Testing,7.438177108764648,7.3938727378845215,0.04430437088012695
22,Training,9.615309715270996,10.812592506408691,1.1972827911376953
23,Training,7.058351516723633,8.18082332611084,1.122471809387207
24,Training,7.153469085693359,8.855295181274414,1.7018260955810547
25,Training,6.502762794494629,9.056791305541992,2.5540285110473633
26,Training,7.636722087860107,7.386601448059082,0.2501206398010254
27,Validation,7.218892574310303,8.198744773864746,0.9798521995544434
28,Training,5.325238227844238,7.245283126831055,1.9200448989868164
29,Training,5.8101701736450195,7.309202194213867,1.4990320205688477
30,Training,6.068187236785889,8.630224227905273,2.5620369911193848
31,Training,5.496894836425781,7.699967384338379,2.2030725479125977
32,Validation,5.786922931671143,8.403691291809082,2.6167683601379395
33,Training,6.962306976318359,7.762173652648926,0.7998666763305664
34,Testing,6.697434425354004,10.152871131896973,3.4554367065429688
35,Training,6.7191619873046875,12.337157249450684,5.617995262145996
36,Training,6.58753776550293,9.077311515808105,2.489773750305176
37,Training,6.041366100311279,8.302475929260254,2.2611098289489746
38,Training,6.692815780639648,7.366726398468018,0.6739106178283691
39,Training,7.144206523895264,8.611041069030762,1.466834545135498
40,Validation,5.526487827301025,7.672045707702637,2.1455578804016113
41,Training,5.4137678146362305,7.999058723449707,2.5852909088134766
42,Training,5.933732032775879,7.726337432861328,1.7926054000854492
43,Validation,5.123016357421875,7.6199493408203125,2.4969329833984375
44,Training,5.910443305969238,7.662717819213867,1.752274513244629
45,Training,6.940413475036621,8.021828651428223,1.0814151763916016
46,Training,6.444091320037842,11.24429988861084,4.800208568572998
47,Validation,5.699758052825928,10.23812198638916,4.538363933563232
48,Testing,5.5332159996032715,10.52461051940918,4.991394519805908
49,Testing,5.6276397705078125,8.158848762512207,2.5312089920043945
50,Testing,5.945895195007324,7.843963623046875,1.8980684280395508
51,Training,6.3510894775390625,8.698248863220215,2.3471593856811523
52,Testing,5.097808361053467,7.267383575439453,2.1695752143859863
53,Validation,5.46850061416626,8.712285041809082,3.2437844276428223
54,Testing,5.518869876861572,7.8010735511779785,2.2822036743164062
55,Training,4.882666110992432,7.910524368286133,3.027858257293701
56,Training,5.3834757804870605,7.191466808319092,1.8079910278320312
57,Training,6.494279861450195,8.42050838470459,1.9262285232543945
58,Testing,6.0913519859313965,11.20580768585205,5.114455699920654
59,Training,5.068684101104736,11.949379920959473,6.880695819854736
60,Training,4.584432601928711,9.81717586517334,5.232743263244629
61,Validation,4.559484958648682,7.986878395080566,3.4273934364318848
62,Validation,5.394059181213379,8.688618659973145,3.2945594787597656
63,Training,6.337118148803711,8.023885726928711,1.686767578125
64,Validation,5.335079193115234,7.453415393829346,2.1183362007141113
65,Training,5.37421178817749,8.22326946258545,2.849057674407959
66,Training,5.790674686431885,8.197797775268555,2.40712308883667
67,Training,4.773548126220703,7.470663070678711,2.697114944458008
68,Training,5.020706653594971,8.070653915405273,3.0499472618103027
69,Training,5.090665817260742,8.085083961486816,2.994418144226074
70,Training,5.829954147338867,9.748302459716797,3.9183483123779297
71,Testing,4.442966938018799,12.40283489227295,7.95986795425415
72,Training,26.028640747070312,8.643776893615723,17.38486385345459
73,Training,23.117597579956055,8.731372833251953,14.386224746704102
74,Training,10.582497596740723,8.381111145019531,2.2013864517211914
75,Training,8.422574996948242,8.92941665649414,0.5068416595458984
76,Training,7.212805271148682,7.515544891357422,0.30273962020874023
