Split,GroundTruth_CD,Predicted_CD,Error
Training,47.157257080078125,17.388717651367188,29.768539428710938
Training,34.19173812866211,24.30947494506836,9.88226318359375
Training,24.42024040222168,18.836875915527344,5.583364486694336
Training,23.459400177001953,18.98790740966797,4.471492767333984
Training,21.493955612182617,17.791940689086914,3.702014923095703
Validation,21.14520835876465,16.30776596069336,4.837442398071289
Training,20.54848861694336,15.252655029296875,5.295833587646484
Training,20.055908203125,12.515501022338867,7.540407180786133
Training,19.80988311767578,28.129257202148438,8.319374084472656
Training,19.55219268798828,14.590980529785156,4.961212158203125
Validation,19.518686294555664,28.34463119506836,8.825944900512695
Training,19.3893985748291,19.030929565429688,0.35846900939941406
Training,19.303953170776367,28.217660903930664,8.913707733154297
Training,19.03929901123047,16.226144790649414,2.8131542205810547
Validation,18.962308883666992,14.499627113342285,4.462681770324707
Training,17.95427131652832,12.447037696838379,5.507233619689941
Training,17.944929122924805,16.26313591003418,1.681793212890625
Training,17.891569137573242,13.883606910705566,4.007962226867676
Training,17.79749298095703,15.8057861328125,1.9917068481445312
Training,17.779695510864258,14.778450965881348,3.00124454498291
Training,17.500478744506836,14.809381484985352,2.6910972595214844
Training,17.3050479888916,15.191374778747559,2.113673210144043
Training,17.280963897705078,18.87190818786621,1.5909442901611328
Training,17.20098114013672,14.789956092834473,2.411025047302246
Training,17.192901611328125,14.89710521697998,2.2957963943481445
Validation,16.73713493347168,17.772666931152344,1.035531997680664
Training,16.644922256469727,14.274553298950195,2.3703689575195312
Training,16.60793113708496,16.05636978149414,0.5515613555908203
Validation,16.35027503967285,11.979162216186523,4.371112823486328
Validation,15.689019203186035,16.241958618164062,0.5529394149780273
Training,15.641061782836914,15.153080940246582,0.48798084259033203
Training,15.637311935424805,14.023099899291992,1.6142120361328125
Training,15.560379981994629,14.929213523864746,0.6311664581298828
Training,15.246384620666504,14.48897647857666,0.7574081420898438
Training,15.22489070892334,15.662074089050293,0.4371833801269531
Validation,15.060036659240723,14.51318073272705,0.5468559265136719
Training,14.95606803894043,12.76087474822998,2.195193290710449
Training,14.938934326171875,15.956690788269043,1.017756462097168
Training,14.907195091247559,15.538020133972168,0.6308250427246094
Training,14.846532821655273,13.479416847229004,1.3671159744262695
Training,14.8132905960083,12.971684455871582,1.8416061401367188
Training,14.715073585510254,14.692805290222168,0.022268295288085938
Training,14.680356979370117,14.0401029586792,0.640254020690918
Training,14.4595308303833,13.51752758026123,0.9420032501220703
Training,14.418741226196289,13.279393196105957,1.139348030090332
Training,14.39996337890625,12.282743453979492,2.117219924926758
Training,14.329355239868164,15.254809379577637,0.9254541397094727
Training,14.209758758544922,16.138351440429688,1.9285926818847656
Training,14.008475303649902,13.208558082580566,0.7999172210693359
Validation,13.629693031311035,15.524552345275879,1.8948593139648438
Training,13.531320571899414,16.087337493896484,2.5560169219970703
Validation,13.40128231048584,12.823848724365234,0.5774335861206055
Training,13.376551628112793,12.878678321838379,0.49787330627441406
Training,13.247658729553223,14.996312141418457,1.7486534118652344
Training,13.239168167114258,8.927986145019531,4.311182022094727
Training,13.178948402404785,3.310927152633667,9.868021249771118
Validation,13.15001392364502,15.108855247497559,1.958841323852539
Validation,13.091994285583496,12.738511085510254,0.3534832000732422
Training,13.023961067199707,5.869083881378174,7.154877185821533
Training,13.001175880432129,14.172751426696777,1.1715755462646484
Training,12.990694046020508,13.175743103027344,0.18504905700683594
Validation,12.921581268310547,11.427550315856934,1.4940309524536133
Training,12.821962356567383,12.946695327758789,0.12473297119140625
Training,12.788066864013672,13.074437141418457,0.28637027740478516
Training,12.765970230102539,12.99051284790039,0.22454261779785156
Training,12.755640029907227,12.567212104797363,0.18842792510986328
Training,12.753409385681152,12.603952407836914,0.14945697784423828
Training,12.735546112060547,13.333439826965332,0.5978937149047852
Training,12.67975902557373,12.7647066116333,0.08494758605957031
Training,12.66221809387207,12.6414213180542,0.020796775817871094
Training,12.629982948303223,12.735333442687988,0.10535049438476562
Training,12.585741996765137,12.745400428771973,0.15965843200683594
Validation,12.585478782653809,13.061767578125,0.4762887954711914
Training,12.56340503692627,15.05069351196289,2.487288475036621
Training,12.544623374938965,15.114143371582031,2.5695199966430664
Training,12.486138343811035,12.418274879455566,0.06786346435546875
Training,12.484159469604492,12.738511085510254,0.2543516159057617
Training,12.477648735046387,12.774456977844238,0.29680824279785156
Training,12.46447467803955,13.003764152526855,0.5392894744873047
Training,12.412917137145996,14.253621101379395,1.8407039642333984
Validation,12.333751678466797,12.604554176330566,0.27080249786376953
Training,12.3291597366333,12.465034484863281,0.13587474822998047
Training,12.285677909851074,12.717206954956055,0.43152904510498047
Training,12.21969985961914,14.029349327087402,1.8096494674682617
Validation,12.184402465820312,13.273428916931152,1.0890264511108398
Training,12.148457527160645,12.636150360107422,0.48769283294677734
Training,12.075936317443848,12.772385597229004,0.6964492797851562
Training,12.000472068786621,14.562457084655762,2.5619850158691406
Training,11.993669509887695,13.248431205749512,1.2547616958618164
Training,11.9380464553833,13.582951545715332,1.6449050903320312
Validation,11.936881065368652,14.436278343200684,2.4993972778320312
Validation,11.912994384765625,12.427474021911621,0.5144796371459961
Training,11.907339096069336,11.432429313659668,0.47490978240966797
Validation,11.906645774841309,8.81910514831543,3.087540626525879
Training,11.883988380432129,11.442971229553223,0.44101715087890625
Training,11.867258071899414,12.880776405334473,1.0135183334350586
Training,11.83778190612793,14.931312561035156,3.0935306549072266
Validation,11.809417724609375,12.853240013122559,1.0438222885131836
Training,11.774324417114258,14.57153606414795,2.7972116470336914
Training,11.729327201843262,12.9197416305542,1.1904144287109375
Training,11.724502563476562,12.621444702148438,0.896942138671875
